Id,Names,Hair_Color,Gender,Tags
727,Nunnally LAMPEROUGE,Brown Hair,Female,"['Blind', 'Closed Eyes', 'Disabled', 'Middle School Student', 'Royalty', 'Teenager', 'Wheelchair']"
728,Chihaya AYASE,Brown Hair,Female,"['Crybaby', 'High School Student', 'Sleepyhead', 'Teenager']"
729,Kei TAKISHIMA,Brown Hair,Male,"['Hair Antenna', 'High School Student', 'Photographic Memory', 'Teenager', 'Wealthy']"
730,Ram,Pink Hair,Female,"['Blinding Bangs', 'Elemental Powers', 'Headband', 'Magic User', 'Maid', 'Teenager', 'Wind Powers']"
731,Ayumu AIKAWA,Grey Hair,Male,"['Crossdresser', 'High School Student', 'Magical Girl', 'Pervert', 'Teenager', 'Undead', 'Zombie']"
732,Jinbei,Black Hair,Male,"['Adult', 'Epic Eyebrows', 'Facial Hair', 'Martial Artist', 'Pirate', 'Sailor', 'Scar', 'Tattoo', 'Topknot']"
733,Rory MERCURY,Black Hair,Female,"['Axe Wielder', 'Bloodthirsty', 'Deity', 'Gothic Lolita', 'Hair Ribbons', 'Mischievous', 'Oversized Weapon']"
734,Mary SAOTOME,Blonde Hair,Female,"['Gambler', 'Hair Ribbons', 'High School Student', 'Teenager']"
735,Yami,Blonde Hair,Female,"['Alien', 'Assassin', 'Genetically Engineered', 'Prehensile Hair', 'Shapeshifter', 'Stoic', 'Tsundere']"
736,Ken RYUGUJI,,Male,"['Biker', 'Braids', 'Delinquent', 'Piercings', 'Ponytail', 'Tattoo']"
737,Ryuunosuke AKUTAGAWA,Multicolored Hair,Male,"['Adult', 'Gangster', 'No Eyebrows', 'Ruthless', 'Scarf', 'Superpowers']"
738,Gareki,Black Hair,Male,"['Explosives Expert', 'Goggles', 'Gunslinger', 'Orphan', 'Teenager', 'Thief']"
739,Ittetsu TAKEDA,Black Hair,Male,"['Adult', 'Glasses', 'Teacher']"
740,Ayumu KASUGA,Brown Hair,Female,"['Airhead', 'High School Student', 'Kansai Dialect', 'Teenager', 'Transfer Student']"
741,Oz VESSALIUS,Blonde Hair,Male,"['Amnesia', 'Flirt', 'Magic User', 'Nobility']"
742,Tengen UZUI,White Hair,Male,"['Adult', 'Big Ego', 'Demon Hunter', 'Dual Wielder', 'Flamboyant', 'Headband', 'Muscular', 'Ninja', 'No Eyebrows', 'Piercings', 'Ponytail', 'Sword Fighter']"
743,Guren ICHINOSE,Black Hair,Male,"['Adult', 'Military', 'Sword Fighter', 'Vampire Hunter']"
744,Ryou FUJIBAYASHI,Purple Hair,Female,"['Fortune Teller', 'Shy', 'Twin']"
745,Xerxes BREAK,White Hair,Male,"['Adult', 'Blinding Bangs', 'Mischievous', 'Puppeteer', 'Sweet Tooth']"
746,Kenji HARIMA,Black Hair,Male,"['Animal Lover', 'Artist', 'Delinquent', 'Facial Hair', 'High School Student', 'Hot-Headed', 'Sunglasses', 'Teenager']"
747,Conan EDOGAWA,Brown Hair,Male,"['Analytical', 'Bow Tie', 'Detective', 'Elementary School Student', 'Glasses', 'Photographic Memory', 'Tone Deaf']"
748,Faris NYANNYAN,Pink Hair,Female,"['Board Game Player', 'Maid', 'Pigtails', 'Teenager', 'Verbal Tic', 'Waiter', 'Wealthy']"
749,Noriaki KAKYOIN,,Male,"['High School Student', 'Piercings', 'Teenager', 'Transfer Student']"
750,Risa KOIZUMI,Red Hair,Female,"['Clumsy', 'Crybaby', 'High School Student', 'Kansai Dialect', 'Teenager']"
751,Hanabusa AIDOU,Blonde Hair,Male,"['High School Student', 'School Idol', 'Vampire']"
752,Kuroh YATOGAMI,Black Hair,Male,"['Cook', 'Ponytail', 'Superpowers', 'Sword Fighter', 'Teenager']"
753,Sakonji UROKODAKI,White Hair,Male,"['Demon Hunter', 'Masks', 'Sword Fighter']"
754,Eri,White Hair,Female,"['Child', 'Horns', 'Scar', 'Superpowers', 'Time Manipulator']"
755,Rock,Black Hair,Male,"['Adult', 'Analytical', 'Mercenary', 'Smoker']"
756,Sawako YAMANAKA,Brown Hair,Female,"['Adult', 'Glasses', 'Guitarist', 'Musician', 'Singer', 'Teacher']"
757,Legoshi,Multicolored Hair,Male,"['Animal', 'Anthropomorphic', 'Shy', 'Teenager', 'Wolf']"
758,Yashiro ISANA,White Hair,Male,"['K', 'K: Missing Kings', 'K: Return of Kings', 'K: Seven Stories Movie 6 - Circle Vision ~Nameless Song~', 'K: Seven Stories - The Idol K']"
759,Makoto NAEGI,Brown Hair,Male,"['Eternal Optimist', 'Hair Antenna', 'High School Student']"
760,Shirou EMIYA,Red Hair,Male,"['High School Student', 'Magic User', 'Orphan', 'Pacifist', 'Teenager']"
761,Yoko Kurama,Red Hair,Male,"['Elemental Powers', 'Kitsune', 'Nature Powers', 'Whip Wielder', 'Youkai']"
762,Aoi TODO,Black Hair,Male,"['Airhead', 'Exorcist', 'Muscular', 'Ruthless', 'Scar', 'Teleportation Powers']"
763,Doppo KUNIKIDA,Blonde Hair,Male,"['Adult', 'Detective', 'Glasses', 'Hot-Headed', 'Ponytail', 'Superpowers']"
764,Akihiko KAJI,Blonde Hair,Male,"['Adult', 'Band Member', 'Bisexual', 'Drummer', 'LGBT+', 'Musician', 'Part Time Employee', 'Piercings', 'Smoker', 'University Student', 'Violinist']"
765,Celestia LUDENBERG,Black Hair,Female,"['Gambler', 'Gothic Lolita', 'Hair Drills', 'Hair Ribbons', 'High School Student', 'Pigtails']"
766,Akihiko USAMI,Grey Hair,Male,"['Adult', 'Gay', 'LGBT+', 'Seme', 'Smoker', 'Wealthy', 'Writer']"
767,Genryuusai YAMAMOTO,,Male,"['Agent of the Afterlife', 'Breathtaking Beard', 'Closed Eyes', 'Elemental Powers', 'Epic Eyebrows', 'Facial Hair', 'Fire Powers', 'Magnificent Mustache', 'Scar', 'Shinigami', 'Sword Fighter']"
768,Buggy,Blue Hair,Male,"['Adult', 'Big Ego', 'Big Nose', 'Charismatic', 'Clown', 'Facial Hair', 'Gloves', 'Hat', 'Hot-Headed', 'Knife Fighter', 'No Eyebrows', 'Pigtails', 'Pirate', 'Sailor', 'Scarf', 'Selfish', 'Superpowers', 'Tattoo', 'Treasure Hunter']"
769,Shorter WONG,Purple Hair,Male,"['Delinquent', 'Gangster', 'Mohawk', 'Piercings', 'Sunglasses']"
770,Akiko YOSANO,Black Hair,Female,"['Adult', 'Detective', 'Doctor', 'Gloves', 'Healing Powers', 'Sadistic', 'Superpowers']"
771,Shizune,Black Hair,Female,"['Adult', 'Doctor', 'Healing Powers', 'Ninja', 'Poison User']"
772,Akito TAKAGI,Blonde Hair,Male,"['Analytical', 'Glasses', 'Headphones', 'Mangaka', 'Writer']"
773,Minami SHIMADA,Red Hair,Female,"['Hair Ribbons', 'High School Student', 'Hot-Headed', 'Ponytail', 'Rosy Cheeks', 'Teenager', 'Tsundere']"
774,Jessie,,Female,"['Adult', 'Big Ego', 'Bossy', 'Crossdresser', 'Gangster', 'Gloves', 'Hot-Headed', 'Mischievous', 'Monster Tamer', 'Selfish', 'Thief']"
775,Vivi NEFERTARI,Blue Hair,Female,"['Ponytail', 'Royalty', 'Teenager']"
776,Kazuma YAGAMI,Brown Hair,Male,"['Bodyguard', 'Elemental Powers', 'Mercenary', 'Wind Powers']"
777,Keiichi MAEBARA,Brown Hair,Male,"['Big Ego', 'High School Student', 'Hot-Headed', 'Mischievous', 'Pervert', 'Teenager', 'Transfer Student']"
778,Mirio TOGATA,Blonde Hair,Male,"['Charismatic', 'High School Student', 'Scar', 'Superpowers', 'Teenager']"
779,Taki TACHIBANA,Brown Hair,Male,"['High School Student', 'Kansai Dialect', 'Part Time Employee', 'Teenager']"
780,Fuu KASUMI,Brown Hair,Female,"['Big Eater', 'Clumsy', 'Teenager', 'Traveler']"
781,Izayoi SAKAMAKI,Blonde Hair,Male,"['Analytical', 'Headphones', 'Mischievous', 'Person in a Strange World', 'Pervert', 'Superpowers', 'Teenager']"
782,Kobato HASEGAWA,Blonde Hair,Female,"['Cosplayer', 'Gothic Lolita', 'Heterochromia', 'Middle School Student', 'Pigtails', 'Teenager']"
783,Junpei HYUGA,Black Hair,Male,"['Athlete', 'Basketball Player', 'Glasses', 'High School Student', 'Team Captain', 'Teenager']"
784,Tamayo,Black Hair,Female,"['Demon', 'Doctor', 'Hair Buns', 'Immortal']"
785,Anri SONOHARA,Black Hair,Female,"['Glasses', 'High School Student', 'Shy', 'Teenager']"
786,Miku NAKANO,Pink Hair,Female,"['Blinding Bangs', 'Dandere', 'Deadly Chef', 'Headphones', 'High School Student', 'Shy', 'Teenager', 'Transfer Student', 'Wealthy']"
787,Akihito KANBARA,Blonde Hair,Male,"['Cursebearer', 'Half-Breed', 'High School Student', 'Immortal', 'Teenager', 'Transfer Student', 'Youkai']"
788,Madara UCHIHA,Black Hair,Male,"['Big Ego', 'Bloodthirsty', 'Exotic Eyes', 'Gloves', 'Ninja', 'Ruthless']"
789,Yumichika AYASEGAWA,Black Hair,Male,"['Agent of the Afterlife', 'Big Ego', 'Flamboyant', 'Shinigami', 'Sword Fighter']"
790,Yusuke URAMESHI,Black Hair,Male,"['Delinquent', 'Demon Hunter', 'Middle School Student', 'Teenager']"
791,Akihisa YOSHII,Brown Hair,Male,"['Airhead', 'High School Student', 'Poor', 'Teenager']"
792,Kukaku SHIBA,Black Hair,Female,"['Bandages', 'Hot-Headed', 'Pipe', 'Smoker', 'Tattoo']"
793,Aokiji,Black Hair,Male,"['Adult', 'Elemental Powers', 'Ice Powers', 'Masks', 'Military', 'Sailor', 'Sleepyhead', 'Superpowers']"
794,Ashitaka,Brown Hair,Male,"['Archer', 'Cursebearer', 'Royalty', 'Teenager', 'Warrior']"
795,Gou MATSUOKA,Magenta Hair,Female,"['High School Student', 'Ponytail', 'Team Manager', 'Teenager']"
796,Sabo,Blonde Hair,Male,"['Goggles', 'Hat', 'Mischievous', 'Scarf', 'Thief']"
797,Kanao TSUYURI,Black Hair,Female,"['Demon Hunter', 'Ponytail', 'Sword Fighter', 'Teenager']"
798,Chiho SASAKI,Brown Hair,Female,"['High School Student', 'Part Time Employee', 'Teenager']"
799,Beelzebub,Green Hair,Male,"['Baby', 'Demon', 'Frequently-Naked']"
800,Watari,White Hair,Male,"['Elderly', 'Facial Hair', 'Glasses']"
801,Izumo KAMIKI,Purple Hair,Female,"['Demon Hunter', 'Exorcist', 'Pigtails', 'Teenager', 'Tsundere']"
802,Jae-Ha,Green Hair,Male,"['Adult', 'Blinding Bangs', 'Flirt', 'Hair Ribbons', 'Mischievous', 'Musician', 'Piercings', 'Pirate', 'Ponytail', 'Superpowers', 'Traveler']"
803,Gowther,Magenta Hair,Male,"['Archer', 'Glasses', 'Magic User', 'Stoic', 'Tattoo']"
804,Shuu OUMA,Brown Hair,Male,"['Hair Antenna', 'High School Student', 'Superpowers', 'Teenager']"
805,Hyakkimaru,Black Hair,Male,"['Blinding Bangs', 'Ponytail', ""Tezuka's Star System""]"
806,Sheele,Purple Hair,Female,"['Assassin', 'Clumsy', 'Glasses', 'Unconventional Weapon']"
807,Daisuke KAMBE,Black Hair,Male,"['Adult', 'Detective', 'Piercings', 'Smoker', 'Stoic', 'Wealthy']"
808,Nene YASHIRO,Multicolored Hair,Female,"['Cook', 'Cursebearer', 'Gardener', 'High School Student', 'Teenager']"
809,Soma Asman GADAL,Purple Hair,Male,"['Bossy', 'Dark-skinned', 'Foreigner', 'Hot-Headed', 'Piercings', 'Ponytail', 'Royalty', 'Teenager']"
810,Kaede KAYANO,Turquoise Hair,Female,"['Assassin', 'Middle School Student', 'Teenager']"
811,Atsushi OTANI,Orange Hair,Male,"['Athlete', 'Basketball Player', 'High School Student', 'Hot-Headed', 'Kansai Dialect', 'Mischievous', 'Teenager']"
812,Tetsudou HISAKAWA,Brown Hair,Male,"['Dark-skinned', 'Overweight', 'Teenager']"
813,Ririchiyo SHIRAKIIN,Purple Hair,Female,"['High School Student', 'Teenager', 'Tsundere', 'Youkai']"
814,Shuusei KAGARI,Brown Hair,Male,"['Adult', 'Police']"
815,Neko,Pink Hair,Female,"['Catgirl', 'Choker', 'Frequently-Naked', 'Heterochromia', 'Mischievous', 'Superpowers', 'Tail', 'Teenager']"
816,Yami SUKEHIRO,Black Hair,Male,"['Adult', 'Darkness Powers', 'Elemental Powers', 'Facial Hair', 'Foreigner', 'Gambler', 'Guild Master', 'Hot-Headed', 'Knight', 'Magic User', 'Muscular', 'Smoker', 'Sword Fighter']"
817,Panda,Multicolored Hair,Male,"['Bear', 'Cursebearer', 'Exorcist', 'Pandas']"
818,Jean Pierre POLNAREFF,,Male,"['Adult', 'Anti-Gravity Hair', 'Muscular', 'No Eyebrows', 'Piercings', 'Vengeful']"
819,Shion KARANOMORI,Blonde Hair,Female,"['Adult', 'Bisexual', 'LGBT+', 'Smoker']"
820,Mumen Rider,Brown Hair,Male,"['Armor', 'Goggles', 'Helmet']"
821,Aguero Agnis KHUN,Blue Hair,Male,"['Analytical', 'Nobility', 'Piercings']"
822,Miku HATSUNE,Turquoise Hair,Female,"['Headphones', 'Idol', 'Pigtails', 'Rapunzel Hair', 'Teenager', 'Vocaloid']"
823,Kobayashi,Red Hair,Female,"['Adult', 'Computer Programmer', 'Glasses', 'Ponytail', 'Rosy Cheeks']"
824,Goten SON,Black Hair,Male,"['Big Eater', 'Half-Breed', 'Martial Artist']"
825,Germany,Blonde Hair,Male,"['Anthropomorphic', 'Muscular', 'Tsundere']"
826,Nina TUCKER,Brown Hair,Female,"['Braids', 'Child', 'Pigtails']"
827,Igneel,,Male,"['Dragon', 'Elemental Powers', 'Fire Powers', 'Horns', 'Wings']"
828,Sephiroth,White Hair,Male,"['Adult', 'Oversized Weapon', 'Sadistic', 'Sword Fighter', 'Wings']"
829,Kisa SOHMA,Orange Hair,Female,"['Child', 'Cursebearer', 'Middle School Student', 'Shy']"
830,Akira TAKIZAWA,Black Hair,Male,"['Adult', 'Amnesia']"
831,Charles DUNOIS,Blonde Hair,Female,"['Foreigner', 'Mecha Pilot', 'Teenager', 'Transfer Student']"
832,Stocking,Purple Hair,Female,"['Angel', 'Big Eater', 'Fallen Angel', 'Gothic Lolita', 'Hair Ribbons', 'Sweet Tooth', 'Sword Fighter']"
833,Himeko INABA,Black Hair,Female,"['High School Student', 'Teenager']"
834,Rin KAGA,Blonde Hair,Female,"['Bunny Drop', 'Bunny Drop Specials']"
835,Yamato KUROSAWA,Black Hair,Male,"['High School Student', 'School Idol', 'Teenager']"
836,Hayato GOKUDERA,White Hair,Male,"['Explosives Expert', 'Gangster', 'Hot-Headed', 'Middle School Student', 'Musician', 'Pianist', 'Smoker', 'Teenager']"
837,Sachi,Black Hair,Female,"['Armor', 'Cowardly', 'Gloves', 'High School Student', 'Mole', 'Person in a Strange World', 'Staff Wielder', 'Teenager', 'Video Gamer']"
838,Syo KURUSU,Blonde Hair,Male,"['Hot-Headed', 'Idol', 'Musician', 'Piercings', 'Violinist']"
839,Kotori ITSUKA,Red Hair,Female,"['Hair Antenna', 'Hair Ribbons', 'Middle School Student', 'Military', 'Pigtails', 'Sweet Tooth', 'Teenager']"
840,Yuusaku KITAMURA,Green Hair,Male,"['Athlete', 'Baseball Player', 'Class Representative', 'Frequently-Naked', 'Glasses', 'High School Student', 'Student Council', 'Teenager']"
841,Marin KITAGAWA,Blonde Hair,Female,"['Choker', 'Cosplayer', 'Gyaru', 'High School Student', 'Otaku', 'Piercings', 'Teenager']"
842,Riko SUMINOE,Red Hair,Female,"['Bandages', 'Brother Complex', 'Flirt', 'High School Student', 'Pervert', 'Ponytail', 'Teenager', 'Twin']"
843,Mitsuri KANROJI,Multicolored Hair,Female,"['Big Eater', 'Braids', 'Demon Hunter', 'Mole', 'Pigtails', 'Ponytail', 'Sword Fighter', 'Teenager']"
844,Amaimon,Green Hair,Male,"['Demon', 'Pointy Ears']"
845,Umetarou NOZAKI,Black Hair,Male,"['High School Student', 'Mangaka', 'Teenager', 'Writer']"
846,Japan,Black Hair,Male,"['Anthropomorphic', 'Dandere', 'Shy']"
847,Yozora MIKAZUKI,Black Hair,Female,"['Club President', 'High School Student', 'Teenager']"
848,Illumi ZOLDYCK,Black Hair,Male,"['Adult', 'Assassin', 'Manipulative', 'Ruthless', 'Stoic']"
849,Kouta TSUCHIYA,Blue Hair,Male,"['High School Student', 'Pervert', 'Photographer', 'Teenager']"
850,Bang,White Hair,Male,"['Elderly', 'Facial Hair', 'Martial Artist', 'Superpowers']"
851,Renji YOMO,Grey Hair,Male,"['Exotic Eyes', 'Facial Hair', 'Monster', 'Muscular']"
852,Susuwatari,Black Hair,,['Youkai']
853,Hildagarde,Blonde Hair,Female,"['Blinding Bangs', 'Demon', 'Gothic Lolita', 'Hair Buns', 'Maid', 'Sword Fighter', 'Teenager']"
854,Aoi KUNIEDA,Black Hair,Female,"['Delinquent', 'High School Student', 'Martial Artist', 'Sword Fighter', 'Teenager']"
855,Ki-ja,White Hair,Male,"['Adult', 'Claw Weapons', 'Scar', 'Superpowers', 'Traveler']"
856,Aikuro MIKISUGI,Blue Hair,Male,"['Adult', 'Flirt', 'Frequently-Naked', 'Sunglasses', 'Teacher']"
857,Gamatatsu,,Male,"['Animal', 'Big Eater', 'Frog']"
858,Seraphim,Black Hair,Female,"['Deadly Chef', 'Hot-Headed', 'Musician', 'Ninja', 'Ponytail', 'Sword Fighter', 'Vampire', 'Violinist', 'Wings']"
859,Shoko KOMI,Black Hair,Female,"['Dandere', 'High School Student', 'School Idol', 'Shy', 'Stoic', 'Teenager']"
860,Retsu UNOHANA,Black Hair,Female,"['Agent of the Afterlife', 'Braids', 'Doctor', 'Healing Powers', 'Shinigami']"
861,Index,Blue Hair,Female,"['Big Eater', 'Foreigner', 'Healing Powers', 'Magic User', 'Nun', 'Photographic Memory', 'Teenager']"
862,Hanatarou YAMADA,Black Hair,Male,"['Agent of the Afterlife', 'Cowardly', 'Doctor', 'Healing Powers', 'Shinigami']"
863,Cherry blossom,Pink Hair,Male,"['Adult', 'Analytical', 'Artist', 'Athlete', 'Calligrapher', 'Glasses', 'Ponytail']"
864,Train HEARTNET,Brown Hair,Male,"['Big Eater', 'Bounty Hunter', 'Choker', 'Gunslinger', 'Tattoo']"
865,Team Rocket’s Meowth,Multicolored Hair,Male,"['Big Ego', 'Cat', 'Gangster', 'Mischievous', 'Pokemon', 'Selfish', 'Snaggletooth', 'Tail', 'Thief', 'Verbal Tic']"
866,Mei TACHIBANA,Brown Hair,Female,"['Clumsy', 'High School Student', 'Part Time Employee', 'Teenager']"
867,Hiro,Black Hair,Male,['Mecha Pilot']
868,Dutch,,Male,"['Adult', 'Bald', 'Dark-skinned', 'Facial Hair', 'Gunslinger', 'Mercenary', 'Military Veteran', 'Muscular', 'Piercings', 'Smoker', 'Sunglasses']"
869,Pinako ROCKBELL,Grey Hair,Female,"['Anti-Gravity Hair', 'Elderly', 'Glasses', 'Mechanic', 'Pipe', 'Ponytail', 'Small Stature', 'Smoker']"
870,Sanosuke SAGARA,Brown Hair,Male,"['Adult', 'Headband', 'Hot-Headed', 'Martial Artist']"
871,Yuno,Black Hair,Male,"['Elemental Powers', 'Knight', 'Magic User', 'Orphan', 'Stoic', 'Teenager', 'Wind Powers']"
872,Walker YUMASAKI,Brown Hair,Male,"['Closed Eyes', 'Otaku']"
873,Benimaru,Red Hair,Male,"['Elemental Powers', 'Face Markings', 'Fire Powers', 'Horns', 'Magic User', 'Monster', 'Sword Fighter']"
874,Lau,Black Hair,Male,"['Adult', 'Closed Eyes', 'Foreigner', 'Nobility', 'Smoker']"
875,Shinpachi SHIMURA,Brown Hair,Male,"['Glasses', 'Otaku', 'Poor', 'Teenager']"
876,Josuke HIGASHIKATA,Black Hair,Male,"['High School Student', 'Piercings', 'Pompadour', 'Teenager']"
877,Senri SHIKI,Red Hair,Male,"['Blood Power', 'Model', 'Stoic', 'Vampire']"
878,Tia HARRIBEL,Blonde Hair,Female,"['Dark-skinned', 'Sword Fighter']"
879,Inko,Multicolored Hair,Male,"['Animal', 'Bird', 'Parrot']"
880,Junko ENOSHIMA,Blonde Hair,Female,"['Gyaru', 'Hair Ribbons', 'High School Student', 'Model', 'Pigtails']"
881,Jonathan JOESTAR,Blue Hair,Male,"['Martial Artist', 'Muscular', 'Wealthy']"
882,Senketsu,Shapeshifter,,"['Kill La Kill', 'Kill la Kill Digest: Naked Memories by Aikuro Mikisugi', 'Kill La Kill Special', 'Wooser no Sono Higurashi 2']"
883,Twelve,Brown Hair,Male,"['Biker', 'Eternal Optimist', 'Explosives Expert', 'Teenager', 'Terrorist']"
884,Bell HYDRA,Blonde Hair,Female,"['Goggles', 'Magic User', 'Manipulative', 'Mischievous', 'Treasure Hunter']"
885,Chihiro FUJISAKI,Brown Hair,,"['Computer Programmer', 'High School Student']"
886,Merlin,Black Hair,Female,"['Force Field Powers', 'Magic User', 'Scantily-clad', 'Tattoo', 'Teleportation Powers']"
887,Noda,Purple Hair,Male,"['Axe Wielder', 'Hot-Headed']"
888,Gen ASAGIRI,Multicolored Hair,Male,"['Barefoot', 'Scar', 'Selfish', 'Teenager']"
889,Kou MINAMOTO,Blonde Hair,Male,"['Baker', 'Exorcist', 'Middle School Student', 'Piercings', 'Snaggletooth', 'Teenager']"
890,Sion,,Male,"['Gay', 'LGBT+', 'Teenager']"
891,Irisviel VON EINZBERN,White Hair,Female,"['Foreigner', 'Magic User', 'Nobility']"
892,Ayase SHINOMIYA,Brown Hair,Female,"['Disabled', 'Mecha Pilot', 'Ponytail', 'Teenager', 'Terrorist', 'Tsundere', 'Wheelchair']"
893,Nanami AOYAMA,Brown Hair,Female,"['Actor', 'High School Student', 'Part Time Employee', 'Ponytail', 'Teenager']"
894,Raku ICHIJO,Blue Hair,Male,"['Cook', 'High School Student', 'Teenager']"
895,Takeshi YAMAMOTO,Black Hair,Male,"['Athlete', 'Baseball Player', 'Eternal Optimist', 'Middle School Student', 'Sword Fighter', 'Teenager']"
896,Karin KUROSAKI,Black Hair,Female,"['Athlete', 'Soccer Player', 'Tomboy', 'Twin']"
897,Atsushi MURASAKIBARA,Purple Hair,Male,"['Athlete', 'Basketball Player', 'Big Eater', 'Dandere', 'High School Student', 'Lazy', 'Sweet Tooth', 'Teenager']"
898,Rize KAMISHIRO,Purple Hair,Female,"['Exotic Eyes', 'Mole', 'Monster', 'Sadistic', 'Teenager']"
899,Airi KATAGIRI,Brown Hair,Female,"['High School Student', 'Part Time Employee', 'Teenager']"
900,Eiji NIZUMA,Brown Hair,Male,"['Artist', 'Hyperactive', 'Mangaka', 'Writer']"
901,Vincent VALENTINE,Black Hair,Male,"['Gunslinger', 'Headband', 'Immortal']"
902,Kaworu NAGISA,Grey Hair,Male,"['Mecha Pilot', 'Teenager']"
903,Suigetsu HOZUKI,White Hair,Male,"['Elemental Powers', 'Ninja', 'Sharp Teeth', 'Snaggletooth', 'Sword Fighter', 'Water Powers']"
904,Koga,Black Hair,Male,"['Armor', 'Barefoot', 'Headband', 'Pointy Ears', 'Ponytail', 'Tail', 'Vengeful', 'Youkai']"
905,Misaki YATA,Red Hair,Male,"['Elemental Powers', 'Fire Powers', 'Hat', 'Headphones', 'Hot-Headed', 'Superpowers', 'Teenager']"
906,Izuna HATSUSE,Purple Hair,Female,"['Animal Ears', 'Child', 'Headband', 'Rosy Cheeks', 'Tail', 'Verbal Tic']"
907,Marie MJOLNIR,Blonde Hair,Female,"['Adult', 'Eye Patch', 'No Sense of Direction', 'Shapeshifter', 'Teacher']"
908,Ganta IGARASHI,Brown Hair,Male,"['Blood Power', 'Middle School Student', 'Prisoner', 'Teenager']"
909,Syaoran LI,Brown Hair,Male,"['Foreigner', 'Hot-Headed', 'Magic User', 'Martial Artist', 'Transfer Student', 'Tsundere']"
910,Rin,Black Hair,Female,"['Barefoot', 'Orphan']"
911,Kurama,Red Hair,Male,"['Blinding Bangs', 'Choker', 'High School Student', 'Karasu Tengu', 'School Idol', 'Singer', 'Youkai']"
912,Daikoku,Black Hair,Male,"['Facial Hair', 'Ghost', 'Magical Familiar', 'Shapeshifter', 'Smoker']"
913,Miya CHINEN,Black Hair,Male,"['Animal Lover', 'Athlete', 'Middle School Student', 'Teenager']"
914,Ruka URUSHIBARA,Black Hair,,"['LGBT+', 'Shrine Maiden', 'Shy', 'Teenager']"
915,Tsunayoshi SAWADA,Brown Hair,Male,"['Cowardly', 'Middle School Student', 'Teenager']"
916,Hawks,Blonde Hair,Male,"['Adult', 'Facial Hair', 'Gloves', 'Goggles', 'Headphones', 'Masked Hero', 'Piercings', 'Superpowers', 'Wings']"
917,Ayato SAKAMAKI,Red Hair,Male,"['Piercings', 'Sadistic', 'Triplet', 'Vampire']"
918,Hajime IWAIZUMI,Brown Hair,Male,"['Athlete', 'High School Student', 'Teenager', 'Volleyball Player']"
919,Bertholdt HOOVER,Black Hair,Male,"['Cowardly', 'Military', 'Sword Fighter']"
920,Kenya KOBAYASHI,Blonde Hair,Male,['ERASED']
921,Shinka NIBUTANI,Brown Hair,Female,"['Cheerleader', 'Class Representative', 'High School Student', 'Teenager']"
922,Kumin TSUYURI,Brown Hair,Female,"['High School Student', 'Sleepyhead', 'Teenager']"
923,Sanae DEKOMORI,Brown Hair,Female,"['Chuunibyou', 'Hyperactive', 'Mischievous', 'Pigtails', 'Rapunzel Hair', 'Teenager', 'Verbal Tic', 'Wealthy']"
924,Wei Wuxian,Black Hair,Male,"['Adult', 'Charismatic', 'Flirt', 'Flutist', 'LGBT+', 'Mischievous', 'Musician', 'Necromancer', 'Scar', 'Summoners', 'Sword Fighter', 'Uke']"
925,Re-l MAYER,Black Hair,Female,"['Detective', 'Gloves', 'Gunslinger', 'Teenager']"
926,Nobuchika GINOZA,Black Hair,Male,"['Adult', 'Detective', 'Glasses', 'Police']"
927,Misaki KAMIIGUSA,Blonde Hair,Female,"['Artist', 'Hair Antenna', 'High School Student', 'Hyperactive', 'Pervert', 'Teenager', 'Writer']"
928,Luna,Black Hair,Female,"['Animal', 'Bossy', 'Cat', 'Magical Familiar']"
929,America,Blonde Hair,Male,"['Anthropomorphic', 'Big Eater', 'Big Ego', 'Bossy', 'Glasses', 'Hair Antenna', 'Hot-Headed', 'Hyperactive']"
930,Ako SUMINOE,Red Hair,Female,"['Brother Complex', 'High School Student', 'Student Council', 'Teenager', 'Twin']"
931,Tsukihi ARARAGI,Black Hair,Female,"['Hair Antenna', 'Middle School Student', 'Teenager']"
932,Hirotaka NIFUJI,Black Hair,Male,"['Adult', 'Glasses', 'Otaku', 'Salaryman', 'Smoker', 'Stoic', 'Video Gamer']"
933,Krul TEPES,Pink Hair,Female,"['Pointy Ears', 'Royalty', 'Ruthless', 'Vampire']"
934,Reborn,Black Hair,Male,"['Baby', 'Gangster', 'Gunslinger', 'Hat', 'Rosy Cheeks', 'Ruthless', 'Sleepyhead']"
935,Teletha TESTAROSSA,Grey Hair,Female,"['Braids', 'Clumsy', 'Military', 'Ponytail', 'Teenager']"
936,Shinra KUSAKABE,Black Hair,Male,"['Elemental Powers', 'Firefighter', 'Fire Powers', 'Orphan', 'Pervert', 'Sharp Teeth', 'Superpowers', 'Teenager']"
937,Ren TSURUGA,Brown Hair,Male,"['Actor', 'Adult', 'Wealthy']"
938,Keroberos,Blonde Hair,Male,"['Big Eater', 'Kansai Dialect', 'Magical Familiar', 'Magic User', 'Monster', 'Sweet Tooth', 'Tail', 'Video Gamer', 'Wings']"
939,Subaru KONOE,Orange Hair,Female,"['Butler', 'Crossdresser', 'Hair Antenna', 'Hair Ribbons', 'High School Student', 'School Idol', 'Teenager']"
940,Renge HOUSHAKUJI,Brown Hair,Female,"['Cosplayer', 'Hair Ribbons', 'High School Student', 'Ojou-sama', 'Otaku', 'Teenager', 'Wealthy']"
